egg_TaijinPrice,Duckegg_TNN_TaijinPrice,入中雞雛數,產蛋隻數,均  日     產蛋箱數,淘汰隻數,目  前         換羽隻數,Date,WhiteChickQuantity,RedChickQuantity,ImportChickenQuantity, 玉米粒, 黃豆粉 ,玉米粉 ,脫殼豆粉,高蛋白豆粉,StationName,AirTemperatureMean,AirTemperatureMax,Precipitation
25.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-15,249700,96900,20385.0,6.9,12.45,7.28,13.55,13.51,彭佳嶼,17.0,24.4,9.8
22.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-16,249700,96900,20385.0,6.9,12.4,7.28,13.5,13.46,彭佳嶼,17.0,24.4,1.3
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-17,249700,96900,20385.0,6.9,12.4,7.28,13.5,13.46,彭佳嶼,17.0,24.4,1.8
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-18,249700,96900,20385.0,6.9,12.4,7.28,13.5,13.46,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-19,249700,96900,20385.0,6.9,12.4,7.26,13.5,13.42,彭佳嶼,17.0,24.4,2.5
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-20,249700,96900,20385.0,6.9,12.4,7.26,13.5,13.42,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-21,249700,96900,20385.0,6.9,12.4,7.28,13.5,13.42,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-22,284500,61800,20385.0,6.9,12.4,7.28,13.5,13.39,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-23,284500,61800,20385.0,6.9,12.4,7.28,13.5,13.39,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-24,284500,61800,20385.0,6.9,12.4,7.28,13.5,13.39,彭佳嶼,17.0,24.4,0.5
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-25,284500,61800,20385.0,6.9,12.4,7.28,13.5,13.39,彭佳嶼,17.0,24.4,38.5
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-26,284500,61800,20385.0,6.9,12.4,7.28,13.5,13.39,彭佳嶼,17.0,24.4,30.5
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-27,284500,61800,20385.0,7.0,12.3,7.28,13.4,13.25,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-28,284500,61800,20385.0,7.0,12.3,7.28,13.4,13.25,彭佳嶼,17.0,24.4,0.5
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-29,284500,61800,20385.0,7.0,12.3,7.28,13.4,13.25,彭佳嶼,17.0,24.4,T
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-30,284500,61800,20385.0,7.0,12.3,7.28,13.4,13.25,彭佳嶼,17.0,24.4,0.0
20.5,32.0,1358328.0,30532400.0,112185.0,1403613.0,2684624.0,2020-01-31,284500,61800,20385.0,7.0,12.2,7.3,13.3,13.2,彭佳嶼,17.0,24.4,0.0
25.5,34.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-01,372300,72910,54889.0,7.08,11.9,7.41,13.0,12.92,彭佳嶼,17.7,24.7,0.0
25.5,34.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-02,372300,72910,54889.0,7.08,11.9,7.41,13.0,12.92,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-03,372300,72910,54889.0,7.0,12.2,7.3,13.3,13.18,彭佳嶼,17.7,24.7,12.1
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-04,372300,72910,54889.0,7.0,12.2,7.3,13.3,13.15,彭佳嶼,17.7,24.7,14.5
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-05,372300,72910,54889.0,7.0,12.2,7.3,13.3,13.15,彭佳嶼,17.7,24.7,3.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-06,372300,72910,54889.0,7.0,12.15,7.3,13.25,13.15,彭佳嶼,17.7,24.7,1.5
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-07,372300,72910,54889.0,6.95,12.1,7.3,13.2,13.15,彭佳嶼,17.7,24.7,4.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-08,376520,110180,54889.0,6.95,12.1,7.3,13.2,13.15,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-09,376520,110180,54889.0,6.95,12.05,7.3,13.15,13.13,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-10,376520,110180,54889.0,6.95,12.05,7.3,13.15,13.13,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-11,376520,110180,54889.0,6.95,12.05,7.29,13.15,13.13,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-12,376520,110180,54889.0,6.9,12.05,7.29,13.15,13.13,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-13,376520,110180,54889.0,6.95,12.05,7.29,13.15,13.13,彭佳嶼,17.7,24.7,T
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-14,376520,110180,54889.0,6.95,12.05,7.31,13.15,13.13,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-15,332510,66260,54889.0,6.95,12.05,7.31,13.15,13.13,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-16,332510,66260,54889.0,6.95,12.05,7.31,13.15,13.13,彭佳嶼,17.7,24.7,33.5
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-17,332510,66260,54889.0,6.95,12.05,7.31,13.15,13.1,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-18,332510,66260,54889.0,6.95,12.05,7.31,13.15,13.1,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-19,332510,66260,54889.0,7.0,12.0,7.33,13.1,13.1,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-20,332510,66260,54889.0,7.0,12.0,7.33,13.1,13.0,彭佳嶼,17.7,24.7,7.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-21,332510,66260,54889.0,7.05,12.0,7.36,13.1,12.98,彭佳嶼,17.7,24.7,1.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-22,374290,48380,54889.0,7.05,12.0,7.36,13.1,12.98,彭佳嶼,17.7,24.7,2.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-23,374290,48380,54889.0,7.05,11.95,7.39,13.05,12.97,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-24,374290,48380,54889.0,7.05,11.95,7.39,13.05,12.97,彭佳嶼,17.7,24.7,0.0
25.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-25,374290,48380,54889.0,7.08,11.9,7.41,13.0,12.92,彭佳嶼,17.7,24.7,0.0
27.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-26,374290,48380,54889.0,7.08,11.9,7.41,13.0,12.92,彭佳嶼,17.7,24.7,0.0
27.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-27,374290,48380,54889.0,7.08,11.9,7.43,13.0,12.92,彭佳嶼,17.7,24.7,0.5
27.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-28,374290,48380,54889.0,7.08,11.9,7.43,13.0,12.92,彭佳嶼,17.7,24.7,2.0
27.5,32.0,1601567.0,30616898.0,110693.0,1448392.0,1141751.0,2020-02-29,335890,125330,54889.0,7.1,12.6,7.448,13.7,13.67,彭佳嶼,17.7,24.7,0.0
27.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-01,350810,79100,0.0,7.1,12.6,7.448,13.7,13.67,彭佳嶼,19.0,27.6,0.0
27.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-02,350810,79100,0.0,7.08,11.9,7.43,13.0,12.92,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-03,350810,79100,0.0,7.1,11.9,7.43,13.0,12.92,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-04,350810,79100,0.0,7.15,11.9,7.45,13.0,12.92,彭佳嶼,19.0,27.6,10.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-05,350810,79100,0.0,7.15,11.9,7.45,13.0,12.92,彭佳嶼,19.0,27.6,5.5
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-06,350810,79100,0.0,7.15,12.0,7.5,13.1,12.95,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-07,350810,79100,0.0,7.15,12.0,7.5,13.1,12.95,彭佳嶼,19.0,27.6,1.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-08,374500,63060,0.0,7.15,12.1,7.5,13.2,12.85,彭佳嶼,19.0,27.6,3.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-09,374500,63060,0.0,7.15,12.1,7.5,13.2,12.85,彭佳嶼,19.0,27.6,2.5
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-10,374500,63060,0.0,7.15,12.1,7.5,13.2,12.91,彭佳嶼,19.0,27.6,9.5
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-11,374500,63060,0.0,7.18,12.1,7.5,13.2,12.91,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-12,374500,63060,0.0,7.15,12.1,7.53,13.2,12.91,彭佳嶼,19.0,27.6,42.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-13,374500,63060,0.0,7.15,12.1,7.51,13.2,12.91,彭佳嶼,19.0,27.6,17.5
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-14,374500,63060,0.0,7.15,12.1,7.51,13.2,12.91,彭佳嶼,19.0,27.6,1.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-15,272820,40060,0.0,7.1,12.1,7.5,13.2,12.88,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-16,272820,40060,0.0,7.1,12.1,7.5,13.2,12.88,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-17,272820,40060,0.0,7.07,11.9,7.48,13.0,12.87,彭佳嶼,19.0,27.6,0.0
29.5,32.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-18,272820,40060,0.0,7.0,11.9,7.45,13.0,12.87,彭佳嶼,19.0,27.6,T
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-19,272820,40060,0.0,6.95,11.9,7.42,13.0,12.87,彭佳嶼,19.0,27.6,3.0
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-20,272820,40060,0.0,6.9,11.9,7.37,13.0,12.92,彭佳嶼,19.0,27.6,T
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-21,272820,40060,0.0,6.9,11.9,7.37,13.0,12.92,彭佳嶼,19.0,27.6,0.0
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-22,402660,66530,0.0,6.9,12.1,7.33,13.2,13.12,彭佳嶼,19.0,27.6,0.0
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-23,402660,66530,0.0,6.9,12.1,7.33,13.2,13.12,彭佳嶼,19.0,27.6,0.3
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-24,402660,66530,0.0,6.95,12.3,7.33,13.4,13.45,彭佳嶼,19.0,27.6,0.8
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-25,402660,66530,0.0,7.0,12.3,,13.4,13.45,彭佳嶼,19.0,27.6,0.2
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-26,402660,66530,0.0,7.05,12.5,7.38,13.6,13.65,彭佳嶼,19.0,27.6,0.0
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-27,402660,66530,0.0,7.1,12.5,7.43,13.6,13.67,彭佳嶼,19.0,27.6,0.2
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-28,402660,66530,0.0,7.1,12.5,7.43,13.6,13.67,彭佳嶼,19.0,27.6,13.5
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-29,402660,66530,0.0,7.1,12.6,7.48,13.7,13.67,彭佳嶼,19.0,27.6,0.0
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-30,402660,66530,0.0,7.1,12.6,7.48,13.7,13.67,彭佳嶼,19.0,27.6,20.5
29.5,30.0,1822539.0,32044078.0,116903.0,1231616.0,550320.0,2020-03-31,402660,66530,0.0,7.15,12.6,7.48,13.7,13.67,彭佳嶼,19.0,27.6,1.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-01,371920,84820,29000.0,7.15,12.6,7.48,13.7,13.67,彭佳嶼,19.9,28.3,1.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-02,371920,84820,29000.0,7.15,12.6,7.48,13.7,13.67,彭佳嶼,19.9,28.3,6.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-03,371920,84820,29000.0,7.15,12.6,7.48,13.7,13.67,彭佳嶼,19.9,28.3,1.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-04,371920,84820,29000.0,7.15,12.6,7.51,13.7,13.67,彭佳嶼,19.9,28.3,3.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-05,371920,84820,29000.0,7.15,12.6,7.51,13.7,13.67,彭佳嶼,19.9,28.3,1.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-06,371920,84820,29000.0,7.15,12.6,7.51,13.7,13.67,彭佳嶼,19.9,28.3,1.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-07,371920,84820,29000.0,7.15,12.6,7.54,13.7,13.67,彭佳嶼,19.9,28.3,2.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-08,358430,63530,29000.0,7.25,12.6,7.54,13.7,13.65,彭佳嶼,19.9,28.3,0.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-09,358430,63530,29000.0,7.3,12.6,7.59,13.7,13.65,彭佳嶼,19.9,28.3,3.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-10,358430,63530,29000.0,7.4,12.6,7.66,13.7,13.65,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-11,358430,63530,29000.0,7.4,12.6,7.66,13.7,13.65,彭佳嶼,19.9,28.3,9.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-12,358430,63530,29000.0,7.4,12.6,7.66,13.7,13.65,彭佳嶼,19.9,28.3,T
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-13,358430,63530,29000.0,7.4,12.6,7.74,13.7,13.6,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-14,358430,63530,29000.0,7.42,12.6,7.76,13.7,13.6,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-15,336300,83190,29000.0,7.43,12.6,7.78,13.7,13.58,彭佳嶼,19.9,28.3,T
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-16,336300,83190,29000.0,7.4,12.6,7.8,13.7,13.55,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-17,336300,83190,29000.0,7.4,12.5,7.8,13.6,13.53,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-18,336300,83190,29000.0,7.4,12.5,7.8,13.6,13.53,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-19,336300,83190,29000.0,7.4,12.5,7.8,13.6,13.53,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-20,336300,83190,29000.0,7.4,12.5,7.79,13.6,13.5,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-21,336300,83190,29000.0,7.37,12.5,7.79,13.6,13.45,彭佳嶼,19.9,28.3,2.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-22,323500,76879,29000.0,7.35,12.35,7.77,13.45,13.4,彭佳嶼,19.9,28.3,5.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-23,323500,76879,29000.0,7.35,12.35,7.75,13.45,13.4,彭佳嶼,19.9,28.3,7.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-24,323500,76879,29000.0,7.35,12.35,7.75,13.45,13.4,彭佳嶼,19.9,28.3,0.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-25,323500,76879,29000.0,7.35,12.35,7.75,13.45,13.4,彭佳嶼,19.9,28.3,2.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-26,323500,76879,29000.0,7.35,12.35,7.75,13.45,13.4,彭佳嶼,19.9,28.3,0.5
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-27,323500,76879,29000.0,7.35,12.25,7.77,13.45,13.34,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-28,323500,76879,29000.0,7.35,12.25,7.77,13.45,13.34,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-29,323500,76879,29000.0,7.3,12.25,7.77,13.45,13.33,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1539458.0,32349668.0,118702.0,1154809.0,886084.0,2020-04-30,323500,76879,29000.0,7.3,12.25,7.74,13.45,13.33,彭佳嶼,19.9,28.3,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-01,332800,96397,12460.0,7.3,12.25,7.74,13.45,13.33,彭佳嶼,24.4,30.6,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-02,332800,96397,12460.0,7.3,12.25,7.74,13.45,13.33,彭佳嶼,24.4,30.6,T
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-03,332800,96397,12460.0,7.3,12.25,7.71,13.35,13.33,彭佳嶼,24.4,30.6,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-04,332800,96397,12460.0,7.3,12.25,7.71,13.35,13.33,彭佳嶼,24.4,30.6,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-05,332800,96397,12460.0,7.25,12.25,7.71,13.35,13.25,彭佳嶼,24.4,30.6,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-06,332800,96397,12460.0,7.2,12.15,7.71,13.25,13.15,彭佳嶼,24.4,30.6,3.7
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-07,332800,96397,12460.0,7.15,12.0,7.69,13.1,13.12,彭佳嶼,24.4,30.6,1.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-08,268391,89955,12460.0,7.15,12.0,7.69,13.1,13.1,彭佳嶼,24.4,30.6,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-09,268391,89955,12460.0,7.15,12.0,7.69,13.1,13.1,彭佳嶼,24.4,30.6,0.0
29.5,30.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-10,268391,89955,12460.0,7.15,12.0,7.64,13.1,13.12,彭佳嶼,24.4,30.6,0.0
29.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-11,268391,89955,12460.0,7.15,12.0,7.64,13.1,13.12,彭佳嶼,24.4,30.6,33.5
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-12,268391,89955,12460.0,7.05,12.0,7.59,13.1,13.08,彭佳嶼,24.4,30.6,4.5
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-13,268391,89955,12460.0,7.0,11.95,7.54,13.05,13.07,彭佳嶼,24.4,30.6,0.0
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-14,268391,89955,12460.0,6.95,11.95,7.49,13.05,13.05,彭佳嶼,24.4,30.6,0.0
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-15,296890,68090,12460.0,6.9,11.95,7.39,13.05,13.02,彭佳嶼,24.4,30.6,0.0
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-16,296890,68090,12460.0,6.9,11.95,7.39,13.05,13.02,彭佳嶼,24.4,30.6,0.8
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-17,296890,68090,12460.0,6.85,11.9,7.37,13.0,13.02,彭佳嶼,24.4,30.6,0.0
27.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-18,296890,68090,12460.0,6.85,11.9,7.37,13.0,13.02,彭佳嶼,24.4,30.6,5.5
24.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-19,296890,68090,12460.0,6.8,11.85,7.27,12.95,12.97,彭佳嶼,24.4,30.6,132.5
24.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-20,296890,68090,12460.0,6.7,11.85,7.22,12.95,12.91,彭佳嶼,24.4,30.6,12.5
24.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-21,296890,68090,12460.0,6.65,11.85,7.14,12.95,12.91,彭佳嶼,24.4,30.6,27.5
24.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-22,297500,75290,12460.0,6.65,11.8,7.09,12.9,12.88,彭佳嶼,24.4,30.6,51.0
24.5,32.0,1541112.0,31445142.0,114158.0,1456164.0,1643074.0,2020-05-23,297500,75290,12460.0,6.65,11.8,7.09,12.9,12.88,彭佳嶼,24.4,30.6,10.0
