Precipitation,Date,StationName
2.0,2019-09-17,板橋
1.2,2019-09-18,板橋
T,2019-09-19,板橋
34.5,2019-09-20,板橋
24.5,2019-09-21,板橋
0.0,2019-09-22,板橋
0.0,2019-09-23,板橋
0.0,2019-09-24,板橋
0.0,2019-09-25,板橋
T,2019-09-26,板橋
9.0,2019-09-27,板橋
63.3,2019-09-28,板橋
23.2,2019-09-29,板橋
40.5,2019-09-30,板橋
17.0,2019-10-01,板橋
0.0,2019-10-02,板橋
T,2019-10-03,板橋
0.0,2019-10-04,板橋
0.0,2019-10-05,板橋
0.0,2019-10-06,板橋
0.0,2019-10-07,板橋
0.8,2019-10-08,板橋
2.5,2019-10-09,板橋
0.0,2019-10-10,板橋
0.0,2019-10-11,板橋
0.0,2019-10-12,板橋
0.0,2019-10-13,板橋
0.5,2019-10-14,板橋
0.0,2019-10-15,板橋
0.2,2019-10-16,板橋
0.0,2019-10-17,板橋
0.0,2019-10-18,板橋
T,2019-10-19,板橋
0.0,2019-10-20,板橋
0.0,2019-10-21,板橋
0.0,2019-10-22,板橋
0.0,2019-10-23,板橋
0.0,2019-10-24,板橋
0.0,2019-10-25,板橋
0.0,2019-10-26,板橋
0.0,2019-10-27,板橋
0.0,2019-10-28,板橋
11.0,2019-10-29,板橋
T,2019-10-30,板橋
1.5,2019-10-31,板橋
0.0,2019-11-01,板橋
0.0,2019-11-02,板橋
0.0,2019-11-03,板橋
T,2019-11-04,板橋
1.5,2019-11-05,板橋
0.0,2019-11-06,板橋
0.0,2019-11-07,板橋
0.8,2019-11-08,板橋
0.0,2019-11-09,板橋
0.0,2019-11-10,板橋
0.0,2019-11-11,板橋
0.0,2019-11-12,板橋
0.0,2019-11-13,板橋
T,2019-11-14,板橋
0.0,2019-11-15,板橋
0.0,2019-11-16,板橋
0.0,2019-11-17,板橋
1.3,2019-11-18,板橋
0.2,2019-11-19,板橋
T,2019-11-20,板橋
6.5,2019-11-21,板橋
4.0,2019-11-22,板橋
0.0,2019-11-23,板橋
0.0,2019-11-24,板橋
3.5,2019-11-25,板橋
0.0,2019-11-26,板橋
0.0,2019-11-27,板橋
0.5,2019-11-28,板橋
0.6,2019-11-29,板橋
T,2019-11-30,板橋
0.5,2019-12-01,板橋
2.0,2019-12-02,板橋
0.0,2019-12-03,板橋
1.0,2019-12-04,板橋
54.0,2019-12-05,板橋
68.5,2019-12-06,板橋
8.0,2019-12-07,板橋
0.0,2019-12-08,板橋
0.0,2019-12-09,板橋
0.0,2019-12-10,板橋
2.0,2019-12-11,板橋
0.0,2019-12-12,板橋
0.0,2019-12-13,板橋
0.0,2019-12-14,板橋
0.0,2019-12-15,板橋
0.0,2019-12-16,板橋
0.0,2019-12-17,板橋
T,2019-12-18,板橋
T,2019-12-19,板橋
7.5,2019-12-20,板橋
T,2019-12-21,板橋
T,2019-12-22,板橋
0.0,2019-12-23,板橋
0.0,2019-12-24,板橋
0.0,2019-12-25,板橋
0.0,2019-12-26,板橋
0.0,2019-12-27,板橋
0.0,2019-12-28,板橋
17.0,2019-12-29,板橋
20.5,2019-12-30,板橋
1.0,2019-12-31,板橋
0.0,2019-01-01,淡水
6.0,2019-01-02,淡水
23.0,2019-01-03,淡水
0.0,2019-01-04,淡水
9.0,2019-01-05,淡水
17.0,2019-01-06,淡水
0.0,2019-01-07,淡水
0.0,2019-01-08,淡水
0.0,2019-01-09,淡水
0.0,2019-01-10,淡水
0.0,2019-01-11,淡水
0.0,2019-01-12,淡水
0.0,2019-01-13,淡水
0.0,2019-01-14,淡水
1.5,2019-01-15,淡水
11.5,2019-01-16,淡水
7.0,2019-01-17,淡水
0.5,2019-01-18,淡水
0.0,2019-01-19,淡水
2.0,2019-01-20,淡水
2.0,2019-01-21,淡水
0.0,2019-01-22,淡水
0.0,2019-01-23,淡水
0.0,2019-01-24,淡水
0.0,2019-01-25,淡水
0.0,2019-01-26,淡水
0.0,2019-01-27,淡水
0.0,2019-01-28,淡水
0.0,2019-01-29,淡水
0.0,2019-01-30,淡水
0.0,2019-01-31,淡水
0.0,2019-02-01,淡水
0.0,2019-02-02,淡水
0.0,2019-02-03,淡水
0.0,2019-02-04,淡水
0.0,2019-02-05,淡水
0.0,2019-02-06,淡水
0.0,2019-02-07,淡水
0.0,2019-02-08,淡水
0.5,2019-02-09,淡水
0.0,2019-02-10,淡水
0.0,2019-02-11,淡水
0.0,2019-02-12,淡水
0.0,2019-02-13,淡水
0.0,2019-02-14,淡水
0.0,2019-02-15,淡水
0.0,2019-02-16,淡水
0.0,2019-02-17,淡水
2.0,2019-02-18,淡水
2.0,2019-02-19,淡水
0.0,2019-02-20,淡水
0.0,2019-02-21,淡水
0.0,2019-02-22,淡水
5.5,2019-02-23,淡水
47.0,2019-02-24,淡水
0.0,2019-02-25,淡水
0.0,2019-02-26,淡水
0.0,2019-02-27,淡水
0.0,2019-02-28,淡水
0.0,2019-03-01,淡水
0.0,2019-03-02,淡水
14.0,2019-03-03,淡水
0.0,2019-03-04,淡水
2.0,2019-03-05,淡水
9.5,2019-03-06,淡水
17.5,2019-03-07,淡水
15.5,2019-03-08,淡水
39.5,2019-03-09,淡水
24.0,2019-03-10,淡水
0.0,2019-03-11,淡水
0.0,2019-03-12,淡水
0.0,2019-03-13,淡水
0.0,2019-03-14,淡水
9.5,2019-03-15,淡水
0.0,2019-03-16,淡水
0.5,2019-03-17,淡水
0.0,2019-03-18,淡水
0.0,2019-03-19,淡水
0.0,2019-03-20,淡水
0.0,2019-03-21,淡水
1.5,2019-03-22,淡水
4.0,2019-03-23,淡水
3.0,2019-03-24,淡水
15.5,2019-03-25,淡水
0.0,2019-03-26,淡水
0.0,2019-03-27,淡水
0.0,2019-03-28,淡水
12.0,2019-03-29,淡水
4.5,2019-03-30,淡水
0.0,2019-03-31,淡水
2.5,2019-04-01,淡水
0.0,2019-04-02,淡水
2.5,2019-04-03,淡水
0.0,2019-04-04,淡水
0.0,2019-04-05,淡水
0.0,2019-04-06,淡水
0.0,2019-04-07,淡水
0.0,2019-04-08,淡水
0.0,2019-04-09,淡水
0.0,2019-04-10,淡水
31.5,2019-04-11,淡水
T,2019-04-12,淡水
1.0,2019-04-13,淡水
1.0,2019-04-14,淡水
1.0,2019-04-15,淡水
30.0,2019-04-16,淡水
0.0,2019-04-17,淡水
0.0,2019-04-18,淡水
45.0,2019-04-19,淡水
50.0,2019-04-20,淡水
55.5,2019-04-21,淡水
0.0,2019-04-22,淡水
0.0,2019-04-23,淡水
0.0,2019-04-24,淡水
0.0,2019-04-25,淡水
0.0,2019-04-26,淡水
0.0,2019-04-27,淡水
0.0,2019-04-28,淡水
0.0,2019-04-29,淡水
0.0,2019-04-30,淡水
60.0,2019-05-01,淡水
0.5,2019-05-02,淡水
T,2019-05-03,淡水
0.0,2019-05-04,淡水
0.0,2019-05-05,淡水
7.0,2019-05-06,淡水
2.0,2019-05-07,淡水
2.0,2019-05-08,淡水
8.5,2019-05-09,淡水
0.0,2019-05-10,淡水
0.0,2019-05-11,淡水
0.0,2019-05-12,淡水
0.0,2019-05-13,淡水
0.0,2019-05-14,淡水
0.0,2019-05-15,淡水
0.5,2019-05-16,淡水
40.5,2019-05-17,淡水
14.0,2019-05-18,淡水
0.0,2019-05-19,淡水
222.5,2019-05-20,淡水
0.0,2019-05-21,淡水
0.0,2019-05-22,淡水
9.5,2019-05-23,淡水
0.0,2019-05-24,淡水
0.0,2019-05-25,淡水
0.0,2019-05-26,淡水
1.0,2019-05-27,淡水
120.0,2019-05-28,淡水
0.0,2019-05-29,淡水
0.0,2019-05-30,淡水
0.0,2019-05-31,淡水
0.0,2019-06-01,淡水
T,2019-06-02,淡水
1.0,2019-06-03,淡水
8.5,2019-06-04,淡水
0.0,2019-06-05,淡水
0.0,2019-06-06,淡水
0.0,2019-06-07,淡水
0.0,2019-06-08,淡水
0.0,2019-06-09,淡水
20.5,2019-06-10,淡水
76.5,2019-06-11,淡水
44.5,2019-06-12,淡水
55.0,2019-06-13,淡水
38.5,2019-06-14,淡水
0.0,2019-06-15,淡水
0.0,2019-06-16,淡水
0.0,2019-06-17,淡水
0.0,2019-06-18,淡水
0.0,2019-06-19,淡水
0.0,2019-06-20,淡水
0.0,2019-06-21,淡水
8.5,2019-06-22,淡水
81.5,2019-06-23,淡水
10.5,2019-06-24,淡水
89.0,2019-06-25,淡水
17.0,2019-06-26,淡水
1.0,2019-06-27,淡水
0.0,2019-06-28,淡水
0.0,2019-06-29,淡水
8.0,2019-06-30,淡水
0.0,2019-07-01,淡水
37.0,2019-07-02,淡水
6.5,2019-07-03,淡水
0.0,2019-07-04,淡水
T,2019-07-05,淡水
0.0,2019-07-06,淡水
0.0,2019-07-07,淡水
0.0,2019-07-08,淡水
0.0,2019-07-09,淡水
0.0,2019-07-10,淡水
0.0,2019-07-11,淡水
T,2019-07-12,淡水
0.0,2019-07-13,淡水
0.0,2019-07-14,淡水
0.0,2019-07-15,淡水
0.0,2019-07-16,淡水
1.0,2019-07-17,淡水
16.0,2019-07-18,淡水
15.0,2019-07-19,淡水
0.0,2019-07-20,淡水
31.5,2019-07-21,淡水
5.5,2019-07-22,淡水
0.0,2019-07-23,淡水
0.0,2019-07-24,淡水
0.0,2019-07-25,淡水
0.0,2019-07-26,淡水
2.5,2019-07-27,淡水
1.5,2019-07-28,淡水
0.0,2019-07-29,淡水
0.0,2019-07-30,淡水
0.0,2019-07-31,淡水
0.0,2019-08-01,淡水
0.0,2019-08-02,淡水
0.0,2019-08-03,淡水
0.0,2019-08-04,淡水
0.0,2019-08-05,淡水
0.0,2019-08-06,淡水
23.5,2019-08-07,淡水
50.0,2019-08-08,淡水
24.0,2019-08-09,淡水
0.0,2019-08-10,淡水
0.0,2019-08-11,淡水
0.5,2019-08-12,淡水
0.0,2019-08-13,淡水
0.0,2019-08-14,淡水
0.0,2019-08-15,淡水
0.0,2019-08-16,淡水
0.0,2019-08-17,淡水
4.5,2019-08-18,淡水
19.0,2019-08-19,淡水
0.0,2019-08-20,淡水
38.0,2019-08-21,淡水
0.0,2019-08-22,淡水
0.0,2019-08-23,淡水
4.5,2019-08-24,淡水
0.0,2019-08-25,淡水
0.0,2019-08-26,淡水
0.0,2019-08-27,淡水
0.0,2019-08-28,淡水
0.0,2019-08-29,淡水
28.0,2019-08-30,淡水
0.0,2019-08-31,淡水
0.0,2019-09-01,淡水
0.0,2019-09-02,淡水
0.0,2019-09-03,淡水
31.5,2019-09-04,淡水
38.0,2019-09-05,淡水
8.0,2019-09-06,淡水
0.0,2019-09-07,淡水
8.0,2019-09-08,淡水
0.0,2019-09-09,淡水
0.0,2019-09-10,淡水
0.0,2019-09-11,淡水
0.0,2019-09-12,淡水
0.0,2019-09-13,淡水
5.0,2019-09-14,淡水
22.0,2019-09-15,淡水
1.5,2019-09-16,淡水
11.0,2019-09-17,淡水
7.0,2019-09-18,淡水
1.0,2019-09-19,淡水
130.0,2019-09-20,淡水
151.5,2019-09-21,淡水
0.0,2019-09-22,淡水
0.0,2019-09-23,淡水
0.0,2019-09-24,淡水
0.0,2019-09-25,淡水
8.5,2019-09-26,淡水
37.0,2019-09-27,淡水
55.0,2019-09-28,淡水
32.0,2019-09-29,淡水
110.0,2019-09-30,淡水
9.5,2019-10-01,淡水
0.0,2019-10-02,淡水
0.0,2019-10-03,淡水
0.0,2019-10-04,淡水
0.0,2019-10-05,淡水
0.0,2019-10-06,淡水
0.0,2019-10-07,淡水
0.0,2019-10-08,淡水
0.0,2019-10-09,淡水
0.0,2019-10-10,淡水
0.0,2019-10-11,淡水
0.0,2019-10-12,淡水
0.0,2019-10-13,淡水
0.0,2019-10-14,淡水
0.5,2019-10-15,淡水
6.5,2019-10-16,淡水
0.0,2019-10-17,淡水
4.0,2019-10-18,淡水
5.5,2019-10-19,淡水
0.0,2019-10-20,淡水
0.0,2019-10-21,淡水
0.0,2019-10-22,淡水
0.0,2019-10-23,淡水
0.0,2019-10-24,淡水
0.0,2019-10-25,淡水
0.0,2019-10-26,淡水
0.0,2019-10-27,淡水
0.0,2019-10-28,淡水
5.5,2019-10-29,淡水
0.5,2019-10-30,淡水
0.5,2019-10-31,淡水
0.0,2019-11-01,淡水
0.0,2019-11-02,淡水
0.0,2019-11-03,淡水
2.0,2019-11-04,淡水
6.5,2019-11-05,淡水
0.0,2019-11-06,淡水
2.5,2019-11-07,淡水
4.0,2019-11-08,淡水
0.0,2019-11-09,淡水
0.0,2019-11-10,淡水
0.0,2019-11-11,淡水
0.0,2019-11-12,淡水
0.0,2019-11-13,淡水
0.0,2019-11-14,淡水
0.0,2019-11-15,淡水
0.0,2019-11-16,淡水
0.0,2019-11-17,淡水
5.0,2019-11-18,淡水
4.0,2019-11-19,淡水
0.0,2019-11-20,淡水
9.5,2019-11-21,淡水
9.0,2019-11-22,淡水
0.0,2019-11-23,淡水
0.0,2019-11-24,淡水
0.0,2019-11-25,淡水
0.0,2019-11-26,淡水
0.0,2019-11-27,淡水
4.0,2019-11-28,淡水
0.0,2019-11-29,淡水
0.0,2019-11-30,淡水
0.0,2019-12-01,淡水
0.0,2019-12-02,淡水
0.0,2019-12-03,淡水
0.0,2019-12-04,淡水
49.5,2019-12-05,淡水
77.5,2019-12-06,淡水
14.0,2019-12-07,淡水
0.0,2019-12-08,淡水
0.0,2019-12-09,淡水
0.0,2019-12-10,淡水
0.0,2019-12-11,淡水
0.0,2019-12-12,淡水
0.0,2019-12-13,淡水
0.0,2019-12-14,淡水
0.0,2019-12-15,淡水
0.0,2019-12-16,淡水
0.0,2019-12-17,淡水
0.0,2019-12-18,淡水
0.0,2019-12-19,淡水
4.5,2019-12-20,淡水
0.0,2019-12-21,淡水
0.5,2019-12-22,淡水
0.0,2019-12-23,淡水
0.0,2019-12-24,淡水
0.0,2019-12-25,淡水
0.0,2019-12-26,淡水
0.0,2019-12-27,淡水
0.0,2019-12-28,淡水
20.5,2019-12-29,淡水
25.5,2019-12-30,淡水
3.5,2019-12-31,淡水
46.5,2019-01-01,鞍部
41.0,2019-01-02,鞍部
46.5,2019-01-03,鞍部
1.5,2019-01-04,鞍部
4.5,2019-01-05,鞍部
15.5,2019-01-06,鞍部
1.0,2019-01-07,鞍部
13.3,2019-01-08,鞍部
9.7,2019-01-09,鞍部
0.0,2019-01-10,鞍部
0.0,2019-01-11,鞍部
0.5,2019-01-12,鞍部
4.9,2019-01-13,鞍部
1.3,2019-01-14,鞍部
9.1,2019-01-15,鞍部
58.5,2019-01-16,鞍部
17.5,2019-01-17,鞍部
0.0,2019-01-18,鞍部
0.0,2019-01-19,鞍部
9.0,2019-01-20,鞍部
18.0,2019-01-21,鞍部
1.8,2019-01-22,鞍部
0.0,2019-01-23,鞍部
0.0,2019-01-24,鞍部
0.0,2019-01-25,鞍部
T,2019-01-26,鞍部
0.5,2019-01-27,鞍部
0.0,2019-01-28,鞍部
0.0,2019-01-29,鞍部
0.0,2019-01-30,鞍部
0.5,2019-01-31,鞍部
5.5,2019-02-01,鞍部
0.0,2019-02-02,鞍部
0.0,2019-02-03,鞍部
2.9,2019-02-04,鞍部
0.6,2019-02-05,鞍部
0.1,2019-02-06,鞍部
0.0,2019-02-07,鞍部
0.2,2019-02-08,鞍部
2.0,2019-02-09,鞍部
1.3,2019-02-10,鞍部
0.5,2019-02-11,鞍部
1.3,2019-02-12,鞍部
0.0,2019-02-13,鞍部
0.0,2019-02-14,鞍部
0.0,2019-02-15,鞍部
0.5,2019-02-16,鞍部
4.6,2019-02-17,鞍部
7.4,2019-02-18,鞍部
3.0,2019-02-19,鞍部
0.0,2019-02-20,鞍部
0.4,2019-02-21,鞍部
1.3,2019-02-22,鞍部
11.9,2019-02-23,鞍部
59.0,2019-02-24,鞍部
1.1,2019-02-25,鞍部
0.1,2019-02-26,鞍部
0.0,2019-02-27,鞍部
0.0,2019-02-28,鞍部
0.0,2019-03-01,鞍部
0.0,2019-03-02,鞍部
17.5,2019-03-03,鞍部
0.0,2019-03-04,鞍部
3.2,2019-03-05,鞍部
13.9,2019-03-06,鞍部
35.0,2019-03-07,鞍部
28.5,2019-03-08,鞍部
40.0,2019-03-09,鞍部
29.0,2019-03-10,鞍部
0.0,2019-03-11,鞍部
0.0,2019-03-12,鞍部
0.0,2019-03-13,鞍部
1.0,2019-03-14,鞍部
12.2,2019-03-15,鞍部
5.0,2019-03-16,鞍部
2.5,2019-03-17,鞍部
1.8,2019-03-18,鞍部
0.0,2019-03-19,鞍部
0.0,2019-03-20,鞍部
0.0,2019-03-21,鞍部
4.4,2019-03-22,鞍部
15.4,2019-03-23,鞍部
9.3,2019-03-24,鞍部
18.4,2019-03-25,鞍部
0.0,2019-03-26,鞍部
0.0,2019-03-27,鞍部
0.0,2019-03-28,鞍部
16.5,2019-03-29,鞍部
5.6,2019-03-30,鞍部
4.6,2019-03-31,鞍部
12.7,2019-04-01,鞍部
0.6,2019-04-02,鞍部
5.2,2019-04-03,鞍部
3.8,2019-04-04,鞍部
0.0,2019-04-05,鞍部
0.0,2019-04-06,鞍部
0.0,2019-04-07,鞍部
0.0,2019-04-08,鞍部
0.0,2019-04-09,鞍部
0.5,2019-04-10,鞍部
33.0,2019-04-11,鞍部
1.7,2019-04-12,鞍部
5.3,2019-04-13,鞍部
2.0,2019-04-14,鞍部
1.0,2019-04-15,鞍部
10.8,2019-04-16,鞍部
0.0,2019-04-17,鞍部
0.0,2019-04-18,鞍部
7.4,2019-04-19,鞍部
24.5,2019-04-20,鞍部
33.5,2019-04-21,鞍部
2.3,2019-04-22,鞍部
0.0,2019-04-23,鞍部
0.0,2019-04-24,鞍部
0.2,2019-04-25,鞍部
0.2,2019-04-26,鞍部
9.5,2019-04-27,鞍部
0.5,2019-04-28,鞍部
0.0,2019-04-29,鞍部
0.2,2019-04-30,鞍部
73.5,2019-05-01,鞍部
6.5,2019-05-02,鞍部
2.0,2019-05-03,鞍部
0.2,2019-05-04,鞍部
0.5,2019-05-05,鞍部
41.2,2019-05-06,鞍部
22.5,2019-05-07,鞍部
5.0,2019-05-08,鞍部
13.0,2019-05-09,鞍部
0.2,2019-05-10,鞍部
0.0,2019-05-11,鞍部
0.0,2019-05-12,鞍部
0.0,2019-05-13,鞍部
0.0,2019-05-14,鞍部
0.0,2019-05-15,鞍部
6.5,2019-05-16,鞍部
32.5,2019-05-17,鞍部
14.3,2019-05-18,鞍部
0.0,2019-05-19,鞍部
215.5,2019-05-20,鞍部
0.0,2019-05-21,鞍部
0.0,2019-05-22,鞍部
20.2,2019-05-23,鞍部
0.0,2019-05-24,鞍部
0.0,2019-05-25,鞍部
0.0,2019-05-26,鞍部
1.0,2019-05-27,鞍部
63.7,2019-05-28,鞍部
0.0,2019-05-29,鞍部
0.0,2019-05-30,鞍部
0.0,2019-05-31,鞍部
0.0,2019-06-01,鞍部
1.0,2019-06-02,鞍部
9.2,2019-06-03,鞍部
9.7,2019-06-04,鞍部
0.0,2019-06-05,鞍部
0.0,2019-06-06,鞍部
0.0,2019-06-07,鞍部
0.0,2019-06-08,鞍部
0.0,2019-06-09,鞍部
27.0,2019-06-10,鞍部
83.5,2019-06-11,鞍部
42.0,2019-06-12,鞍部
45.5,2019-06-13,鞍部
51.0,2019-06-14,鞍部
0.0,2019-06-15,鞍部
0.0,2019-06-16,鞍部
0.1,2019-06-17,鞍部
0.0,2019-06-18,鞍部
0.0,2019-06-19,鞍部
0.0,2019-06-20,鞍部
0.0,2019-06-21,鞍部
8.4,2019-06-22,鞍部
71.0,2019-06-23,鞍部
16.0,2019-06-24,鞍部
121.5,2019-06-25,鞍部
29.0,2019-06-26,鞍部
28.0,2019-06-27,鞍部
0.0,2019-06-28,鞍部
0.0,2019-06-29,鞍部
0.0,2019-06-30,鞍部
0.0,2019-07-01,鞍部
39.0,2019-07-02,鞍部
30.5,2019-07-03,鞍部
0.3,2019-07-04,鞍部
0.5,2019-07-05,鞍部
0.0,2019-07-06,鞍部
0.0,2019-07-07,鞍部
0.0,2019-07-08,鞍部
0.0,2019-07-09,鞍部
0.0,2019-07-10,鞍部
1.8,2019-07-11,鞍部
9.5,2019-07-12,鞍部
0.0,2019-07-13,鞍部
