年,月,日, 玉米粒, 黃豆粉 ,玉米粉 ,脫殼豆粉,高蛋白豆粉
2022,8,28,10.65,18.7,11.8,19.9,19.73
2022,8,29,11.45,18.7,11.95,19.9,19.73
2022,8,30,11.5,18.7,11.95,19.9,19.73
2022,8,31,11.4,18.7,11.98,19.9,19.73
2022,9,1,11.4,18.7,11.98,19.9,19.73
2022,9,2,11.35,18.7,11.98,19.9,19.73
2022,9,3,11.35,18.7,11.98,19.9,19.73
2022,9,4,11.35,18.7,11.98,19.9,19.73
2022,9,5,11.35,18.7,11.98,19.9,19.73
2022,9,6,11.3,18.7,11.98,19.9,19.73
2022,9,7,11.25,18.7,11.98,19.9,19.73
2022,9,8,11.25,18.7,11.98,19.9,19.73
2022,9,9,11.25,18.7,11.98,19.9,19.73
2022,9,10,11.25,18.7,11.98,19.9,19.73
2022,9,11,11.3,18.55,11.98,19.75,19.75
2022,9,12,11.3,18.55,11.98,19.75,19.75
2022,9,13,11.4,19,11.98,20.2,20.05
2022,9,14,11.45,19,12.08,20.2,20.05
2022,9,15,11.45,19,12.1,20.2,20.05
2022,9,16,11.45,19,12.1,20.2,20.05
2022,9,17,11.45,19,12.1,20.2,20.05
2022,9,18,11.45,19.2,12.1,20.4,20.25
2022,9,19,11.45,19.2,12.1,20.4,20.25
2022,9,20,11.45,19.2,12.1,20.4,20.35
2022,9,21,11.5,19.2,12.1,20.4,20.35
2022,9,22,11.5,19.2,12.1,20.4,20.45
2022,9,23,11.55,19.3,12.1,20.5,20.45
2022,9,24,11.55,19.3,12.1,20.5,20.45
2022,9,25,11.55,19.3,12.1,20.5,20.45
2022,9,26,11.55,19.3,12.15,20.5,20.45
2022,9,27,11.55,19.3,12.15,20.5,20.45
2022,9,28,11.55,19.3,12.15,20.5,20.45
2022,9,29,11.55,19.3,12.15,20.5,20.45
2022,9,30,11.55,19.3,12.18,20.5,20.45
2022,10,1,11.55,19.3,12.18,20.5,20.45
2022,10,2,11.6,19.3,12.21,20.5,20.45
2022,10,3,11.6,19.3,12.21,20.5,20.45
2022,10,4,11.6,19.3,12.21,20.5,20.45
2022,10,5,11.6,19.3,12.26,20.5,20.45
2022,10,6,11.6,19.3,12.28,20.5,20.45
2022,10,7,11.6,19.3,12.3,20.5,20.45
2022,10,8,11.6,19.3,12.3,20.5,20.45
2022,10,9,11.6,19.3,12.3,20.5,20.45
2022,10,10,11.6,19.3,12.3,20.5,20.45
2022,10,11,11.6,19.3,12.3,20.5,20.45
2022,10,12,11.6,19.3,12.3,20.5,20.45
2022,10,13,11.75,19.3,12.3,20.5,20.45
2022,10,14,11.75,19.3,12.3,20.5,20.45
2022,10,15,11.75,19.3,12.3,20.5,20.45
2022,10,16,11.8,19.3,12.4,20.5,20.45
2022,10,17,11.8,19.3,12.4,20.5,20.45
2022,10,18,11.8,19.3,12.4,20.5,20.45
2022,10,19,11.8,19.3,12.4,20.5,20.45
2022,10,20,11.8,19.3,12.4,20.5,20.45
2022,10,21,11.8,19.3,12.4,20.5,20.45
2022,10,22,11.8,19.3,12.4,20.5,20.45
2022,10,23,11.8,19.3,12.4,20.5,20.45
2022,10,24,11.8,19.3,12.4,20.5,20.45
2022,10,25,11.8,19.3,12.4,20.5,20.45
2022,10,26,11.8,19.3,12.4,20.5,20.45
2022,10,27,11.8,19.3,12.4,20.5,20.45
2022,10,28,11.8,19.3,12.4,20.5,20.45
2022,10,29,11.8,19.5,12.4,20.7,20.5
2022,10,30,11.8,19.5,12.4,20.7,20.6
2022,10,31,11.8,19.5,12.4,20.7,20.5
2022,11,1,11.8,19.5,12.4,20.7,20.6
2022,11,2,11.85,19.5,12.4,20.7,20.7
2022,11,3,11.85,19.5,12.4,20.7,20.6
2022,11,4,11.8,19.5,12.4,20.7,20.75
2022,11,5,11.8,19.5,12.4,20.7,20.75
2022,11,6,11.85,19.5,12.45,20.7,20.75
2022,11,7,11.85,19.5,12.45,20.7,20.75
2022,11,8,11.85,19.6,12.45,20.8,20.75
2022,11,9,11.85,19.6,12.47,20.8,20.75
2022,11,10,11.85,19.6,12.47,20.8,20.75
2022,11,11,11.85,19.6,12.47,20.8,20.75
2022,11,12,11.85,19.6,12.47,20.8,20.75
2022,11,13,11.85,19.7,12.47,20.9,20.85
2022,11,14,11.85,19.7,12.47,20.9,20.85
2022,11,15,11.8,19.7,12.47,20.9,20.85
2022,11,16,11.75,19.7,12.47,20.9,20.9
2022,11,17,11.75,19.7,12.45,20.9,20.9
2022,11,18,11.75,19.7,12.45,20.9,20.9
2022,11,19,11.75,19.7,12.45,20.9,20.9
2022,11,20,11.7,19.8,12.4,21,20.9
2022,11,21,11.7,19.8,12.4,21,20.9
2022,11,22,11.75,19.8,12.45,21,20.9
2022,11,23,11.7,19.8,12.38,21,20.9
2022,11,24,11.65,19.8,12.38,21,20.9
2022,11,25,11.65,19.8,12.33,21,20.9
2022,11,26,11.65,19.8,12.33,21,20.9
2022,11,27,11.65,19.8,12.33,21,20.9
2022,11,28,11.65,19.8,12.33,21,20.9
2022,11,29,11.65,19.8,12.33,21,20.9
2022,11,30,11.55,19.8,12.3,21,21
2022,12,1,11.5,19.85,12.3,21.05,21.1
2022,12,2,11.5,19.9,12.28,21.1,21.1
2022,12,3,11.5,19.9,12.28,21.1,21.1
2022,12,4,11.45,19.9,12.28,21.1,21.1
2022,12,5,11.45,19.9,12.28,21.1,21.1
2022,12,6,11.4,19.9,12.23,21.1,21.1
2022,12,7,11.35,19.9,12.23,21.1,21.1
2022,12,8,11.3,19.9,12.18,21.1,21.1
2022,12,9,11.3,19.9,12.18,21.1,21.1
2022,12,10,11.3,19.9,12.18,21.1,21.1
2022,12,11,11.2,19.9,12.13,21.1,21.1
2022,12,12,11.2,19.9,12.13,21.1,21.1
2022,12,13,11.2,19.9,12.08,21.1,21.1
2022,12,14,11.1,19.9,12.08,21.1,21.1
2022,12,15,11,19.9,11.98,21.1,21.1
2022,12,16,10.9,19.9,11.9,21.1,21.1
2022,12,17,10.9,19.9,11.9,21.1,21.1
2022,12,18,10.8,19.9,11.82,21.1,21.1
2022,12,19,10.8,19.9,11.82,21.1,21.1
2022,12,20,10.75,19.9,11.75,21.1,21.1
2022,12,21,10.7,19.9,11.75,21.1,21.1
2022,12,22,10.7,19.9,11.68,21.1,21.05
2022,12,23,10.7,19.9,11.63,21.1,21
2022,12,24,10.7,19.9,11.63,21.1,21
2022,12,25,10.7,19.9,11.63,21.1,21
2022,12,26,10.8,19.9,11.6,21.1,21
2022,12,27,10.85,19.9,11.6,21.1,21
2022,12,28,11.05,19.9,11.68,21.1,21
2022,12,29,11.05,19.9,11.78,21.1,21
2022,12,30,11.2,19.9,11.78,21.1,21
2022,12,31,11.2,19.9,11.78,21.1,21
