TransDate,Duckegg_TNN_TaijinPrice
2022-01-25,38.0
2022-01-24,38.0
2022-01-23,38.0
2022-01-22,38.0
2022-01-21,38.0
2022-01-20,38.0
2022-01-19,38.0
2022-01-18,38.0
2022-01-17,38.0
2022-01-16,38.0
2022-01-15,38.0
2022-01-14,38.0
2022-01-13,38.0
2022-01-12,38.0
2022-01-11,38.0
2022-01-10,38.0
2022-01-09,38.0
2022-01-08,38.0
2022-01-07,38.0
2022-01-06,38.0
2022-01-05,38.0
2022-01-04,38.0
2022-01-03,38.0
2022-01-02,38.0
2022-01-01,38.0
