TransDate,Duckegg_TNN_TaijinPrice
2020-06-10,32.0
2020-06-09,32.0
2020-06-08,32.0
2020-06-07,32.0
2020-06-06,32.0
2020-06-05,32.0
2020-06-04,32.0
2020-06-03,32.0
2020-06-02,32.0
2020-06-01,32.0
2020-05-31,32.0
2020-05-30,32.0
2020-05-29,32.0
2020-05-28,32.0
2020-05-27,32.0
2020-05-26,32.0
2020-05-25,32.0
2020-05-24,32.0
2020-05-23,32.0
2020-05-22,32.0
2020-05-21,32.0
2020-05-20,32.0
2020-05-19,32.0
2020-05-18,32.0
2020-05-17,32.0
2020-05-16,32.0
2020-05-15,32.0
2020-05-14,32.0
2020-05-13,32.0
2020-05-12,32.0
2020-05-11,32.0
2020-05-10,30.0
2020-05-09,30.0
2020-05-08,30.0
2020-05-07,30.0
2020-05-06,30.0
2020-05-05,30.0
2020-05-04,30.0
2020-05-03,30.0
2020-05-02,30.0
2020-05-01,30.0
2020-04-30,30.0
2020-04-29,30.0
2020-04-28,30.0
2020-04-27,30.0
2020-04-26,30.0
2020-04-25,30.0
2020-04-24,30.0
2020-04-23,30.0
2020-04-22,30.0
2020-04-21,30.0
2020-04-20,30.0
2020-04-19,30.0
2020-04-18,30.0
2020-04-17,30.0
2020-04-16,30.0
2020-04-15,30.0
2020-04-14,30.0
2020-04-13,30.0
2020-04-12,30.0
2020-04-11,30.0
2020-04-10,30.0
2020-04-09,30.0
2020-04-08,30.0
2020-04-07,30.0
2020-04-06,30.0
2020-04-05,30.0
2020-04-04,30.0
2020-04-03,30.0
2020-04-02,30.0
2020-04-01,30.0
2020-03-31,30.0
2020-03-30,30.0
2020-03-29,30.0
2020-03-28,30.0
2020-03-27,30.0
2020-03-26,30.0
2020-03-25,30.0
2020-03-24,30.0
2020-03-23,30.0
2020-03-22,30.0
2020-03-21,30.0
2020-03-20,30.0
2020-03-19,30.0
2020-03-18,32.0
2020-03-17,32.0
2020-03-16,32.0
2020-03-15,32.0
2020-03-14,32.0
2020-03-13,32.0
2020-03-12,32.0
2020-03-11,32.0
2020-03-10,32.0
2020-03-09,32.0
2020-03-08,32.0
2020-03-07,32.0
2020-03-06,32.0
2020-03-05,32.0
2020-03-04,32.0
2020-03-03,32.0
2020-03-02,32.0
2020-03-01,32.0
2020-02-29,32.0
2020-02-28,32.0
2020-02-27,32.0
2020-02-26,32.0
2020-02-25,32.0
2020-02-24,32.0
2020-02-23,32.0
2020-02-22,32.0
2020-02-21,32.0
2020-02-20,32.0
2020-02-19,32.0
2020-02-18,32.0
2020-02-17,32.0
2020-02-16,32.0
2020-02-15,32.0
2020-02-14,32.0
2020-02-13,32.0
2020-02-12,32.0
2020-02-11,32.0
2020-02-10,32.0
2020-02-09,32.0
2020-02-08,32.0
2020-02-07,32.0
2020-02-06,32.0
2020-02-05,32.0
2020-02-04,32.0
2020-02-03,32.0
2020-02-02,34.0
2020-02-01,34.0
2020-01-31,32.0
2020-01-30,32.0
2020-01-29,32.0
2020-01-28,32.0
2020-01-27,32.0
2020-01-26,32.0
2020-01-25,32.0
2020-01-24,32.0
2020-01-23,32.0
2020-01-22,32.0
2020-01-21,32.0
2020-01-20,32.0
2020-01-19,32.0
2020-01-18,32.0
2020-01-17,32.0
2020-01-16,32.0
2020-01-15,32.0
2020-01-14,32.0
2020-01-13,34.0
2020-01-12,34.0
2020-01-11,34.0
2020-01-10,34.0
2020-01-09,34.0
2020-01-08,34.0
2020-01-07,34.0
2020-01-06,34.0
2020-01-05,34.0
2020-01-04,34.0
2020-01-03,34.0
2020-01-02,34.0
2020-01-01,34
