Date,雞蛋價格,鴨蛋價格,平均氣溫,最高氣溫,降雨量,入中雞雛數,可產蛋雞隻數_5,日均產蛋箱數_1,日均產蛋箱數_6,淘汰雞隻數量_2,目前換羽隻數,白雞數量,紅雞數量_1,進口雞數量_2,進口雞數量_4,玉米粒價格_6,黃豆粉價格_2,玉米粉價格_6,脫殼豆粉價格_6,高蛋白豆粉價格_2
2018-07-20,29.5,36.0,28.6,35.4,0.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,365000,27500.0,0.0,15200.0,6.07,13.7,6.6,13.25,14.72
2018-07-21,29.5,36.0,28.6,35.4,0.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,365000,27500.0,0.0,15200.0,6.07,13.7,6.6,13.25,14.72
2018-07-22,29.5,36.0,28.6,35.4,30.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.1,13.7,6.6,13.3,14.77
2018-07-23,29.5,36.0,28.6,35.4,14.5,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.13,13.75,6.62,13.3,14.77
2018-07-24,29.5,36.0,28.6,35.4,2.5,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.2,13.75,6.65,13.3,14.75
2018-07-25,29.5,36.0,28.6,35.4,5.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.2,13.75,6.68,13.3,14.75
2018-07-26,29.5,36.0,28.6,35.4,0.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.2,13.8,6.68,13.3,14.78
2018-07-27,29.5,36.0,28.6,35.4,14.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.2,13.8,6.7,13.3,14.78
2018-07-28,29.5,36.0,28.6,35.4,0.0,1548978.0,29964849.0,107109.0,114908.0,944287.0,687628.0,350500,37700.0,0.0,15200.0,6.2,13.8,6.7,13.3,14.8
2018-07-29,29.5,36.0,28.6,35.4,28.5,1548978.0,29888594.0,107109.0,114908.0,944287.0,687628.0,350500,48500.0,0.0,15200.0,6.2,13.8,6.7,13.4,14.7
2018-07-30,29.5,36.0,28.6,35.4,0.0,1548978.0,29888594.0,107109.0,114908.0,944287.0,687628.0,350500,48500.0,0.0,29500.0,6.23,13.8,6.7,13.4,14.73
2018-07-31,29.5,36.0,28.6,35.4,0.0,1548978.0,29888594.0,108553.0,109735.0,1030116.0,687628.0,350500,42600.0,0.0,29500.0,6.23,13.8,6.7,13.4,14.75
2018-08-01,29.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,42600.0,0.0,29500.0,6.23,13.8,6.7,13.4,14.75
2018-08-02,29.5,36.0,27.9,35.1,1.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,42600.0,0.0,29500.0,6.23,13.8,6.7,13.4,14.75
2018-08-03,29.5,36.0,27.9,35.1,1.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,42600.0,0.0,29500.0,6.23,13.8,6.7,13.4,14.75
2018-08-04,29.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,42600.0,0.0,29500.0,6.3,13.8,6.7,13.4,14.75
2018-08-05,29.5,36.0,27.9,35.1,2.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,42600.0,0.0,29500.0,6.3,13.8,6.75,13.4,14.77
2018-08-06,29.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,42600.0,0.0,29500.0,6.32,13.8,6.78,13.4,14.74
2018-08-07,29.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,346470,37100.0,0.0,29500.0,6.34,13.7,6.8,13.4,14.66
2018-08-08,31.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,37100.0,0.0,29500.0,6.38,13.7,6.82,13.4,14.66
2018-08-09,31.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,37100.0,0.0,29500.0,6.38,13.6,6.82,13.4,14.63
2018-08-10,31.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,37100.0,0.0,29500.0,6.4,13.6,6.85,13.4,14.63
2018-08-11,31.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,37100.0,0.0,29500.0,6.4,13.6,6.85,13.4,14.6
2018-08-12,31.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,37100.0,0.0,29500.0,6.45,13.6,6.85,13.5,14.6
2018-08-13,31.5,36.0,27.9,35.1,68.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,37100.0,0.0,29500.0,6.45,13.4,6.9,13.5,14.51
2018-08-14,31.5,36.0,27.9,35.1,12.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,295800,41200.0,0.0,29500.0,6.45,13.4,6.9,13.5,14.47
2018-08-15,31.5,36.0,27.9,35.1,0.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,41200.0,0.0,29500.0,6.45,13.4,6.9,13.5,14.47
2018-08-16,31.5,36.0,27.9,35.1,9.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,41200.0,0.0,29500.0,6.45,13.4,6.9,13.5,14.47
2018-08-17,31.5,36.0,27.9,35.1,0.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,41200.0,0.0,29500.0,6.5,13.4,6.9,13.6,14.35
2018-08-18,31.5,36.0,27.9,35.1,9.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,41200.0,0.0,29500.0,6.5,13.4,6.9,13.6,14.35
2018-08-19,31.5,36.0,27.9,35.1,41.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,41200.0,0.0,29500.0,6.5,13.3,6.9,13.6,14.31
2018-08-20,31.5,36.0,27.9,35.1,19.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,41200.0,0.0,29500.0,6.5,13.3,6.9,13.6,14.32
2018-08-21,31.5,36.0,27.9,35.1,12.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,326100,30200.0,0.0,29500.0,6.5,13.3,6.9,13.8,14.29
2018-08-22,31.5,36.0,27.9,35.1,50.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.5,13.3,6.9,14.1,14.29
2018-08-23,31.5,36.0,27.9,35.1,58.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.5,13.3,6.9,14.1,14.29
2018-08-24,31.5,36.0,27.9,35.1,70.5,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.55,13.3,6.97,14.1,14.29
2018-08-25,31.5,36.0,27.9,35.1,28.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.55,13.25,6.97,14.1,14.24
2018-08-26,31.5,36.0,27.9,35.1,13.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.7,13.25,7.0,14.2,14.22
2018-08-27,31.5,36.0,27.9,35.1,3.0,1462316.0,29888594.0,108553.0,109735.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.7,13.25,7.0,14.2,14.21
2018-08-28,31.5,36.0,27.9,35.1,2.5,1462316.0,29888594.0,108553.0,109958.0,1030116.0,845840.0,356400,30200.0,0.0,29500.0,6.8,13.25,7.05,14.2,14.21
2018-08-29,31.5,36.0,27.9,35.1,4.0,1462316.0,30202511.0,108553.0,109958.0,1030116.0,845840.0,356400,30200.0,0.0,0.0,6.9,13.25,7.08,14.4,14.21
2018-08-30,31.5,36.0,27.9,35.1,0.0,1462316.0,30202511.0,108553.0,109958.0,861380.0,845840.0,356400,30200.0,21060.0,0.0,6.9,13.25,7.08,14.4,14.21
2018-08-31,31.5,36.0,27.9,35.1,1.0,1462316.0,30202511.0,91715.0,109958.0,861380.0,845840.0,356400,18800.0,21060.0,0.0,7.05,13.25,7.13,14.5,14.21
2018-09-01,31.5,36.0,28.3,35.2,1.5,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,18800.0,21060.0,0.0,7.05,13.2,7.13,14.5,14.14
2018-09-02,31.5,36.0,28.3,35.2,3.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,18800.0,21060.0,0.0,7.1,13.15,7.2,14.5,14.11
2018-09-03,31.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,18800.0,21060.0,0.0,7.15,13.15,7.3,14.5,14.11
2018-09-04,31.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,18800.0,21060.0,0.0,7.2,13.1,7.35,14.5,14.07
2018-09-05,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,18800.0,21060.0,0.0,7.25,13.1,7.35,14.5,14.07
2018-09-06,33.5,36.0,28.3,35.2,1.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,18800.0,21060.0,0.0,7.25,13.2,7.35,14.5,14.26
2018-09-07,33.5,36.0,28.3,35.2,9.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,344600,45450.0,21060.0,0.0,7.65,13.2,7.45,14.5,14.26
2018-09-08,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,45450.0,21060.0,0.0,7.65,13.2,7.45,14.5,14.15
2018-09-09,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,45450.0,21060.0,0.0,8.2,13.2,7.6,14.5,14.15
2018-09-10,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,45450.0,21060.0,0.0,8.25,13.2,7.8,14.5,14.11
2018-09-11,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,45450.0,21060.0,0.0,8.25,13.2,7.95,14.5,14.11
2018-09-12,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,45450.0,21060.0,0.0,8.25,13.2,8.05,14.5,14.11
2018-09-13,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,45450.0,21060.0,0.0,8.25,13.2,8.05,14.5,14.12
2018-09-14,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,318200,55200.0,21060.0,0.0,8.25,13.2,8.1,14.5,14.12
2018-09-15,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,55200.0,21060.0,0.0,8.25,13.2,8.1,14.5,14.15
2018-09-16,33.5,36.0,28.3,35.2,1.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,55200.0,21060.0,0.0,8.25,13.2,8.17,14.5,14.15
2018-09-17,33.5,36.0,28.3,35.2,1.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,55200.0,21060.0,0.0,8.25,13.2,8.17,14.5,14.15
2018-09-18,33.5,36.0,28.3,35.2,3.5,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,55200.0,21060.0,0.0,8.25,13.2,8.3,14.5,14.18
2018-09-19,33.5,36.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,55200.0,21060.0,0.0,8.25,13.2,8.35,14.5,14.18
2018-09-20,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,55200.0,21060.0,0.0,8.25,13.2,8.35,14.5,14.16
2018-09-21,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,329300,54148.0,21060.0,0.0,8.25,13.2,8.4,14.55,14.16
2018-09-22,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.25,13.2,8.4,14.55,14.14
2018-09-23,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.25,13.2,8.45,14.6,14.17
2018-09-24,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.2,13.2,8.48,14.6,14.24
2018-09-25,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.15,13.2,8.48,14.6,14.24
2018-09-26,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.1,13.2,8.48,14.7,14.24
2018-09-27,33.5,34.0,28.3,35.2,0.0,1469845.0,30202511.0,91715.0,109958.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.1,13.25,8.48,14.7,14.28
2018-09-28,33.5,34.0,28.3,35.2,0.0,1469845.0,30185643.0,91715.0,110707.0,861380.0,363300.0,379800,54148.0,21060.0,0.0,8.1,13.25,8.48,14.7,14.28
2018-09-29,33.5,34.0,28.3,35.2,0.0,1469845.0,30185643.0,91715.0,110707.0,861380.0,363300.0,353400,54148.0,21060.0,0.0,8.05,13.25,8.48,14.8,14.25
2018-09-30,33.5,34.0,28.3,35.2,0.0,1469845.0,30185643.0,91715.0,110707.0,996238.0,363300.0,353400,54148.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.34
2018-10-01,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.32
2018-10-02,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.32
2018-10-03,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.32
2018-10-04,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.32
2018-10-05,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.32
2018-10-06,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.05,13.3,8.45,14.8,14.32
2018-10-07,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417376,46000.0,38592.0,0.0,8.0,13.3,8.4,14.9,14.32
2018-10-08,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,8.0,13.3,8.35,14.9,14.3
2018-10-09,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,7.95,13.3,8.3,14.9,14.28
2018-10-10,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,7.9,13.3,8.3,15.0,14.28
2018-10-11,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,7.9,13.2,8.3,15.0,14.15
2018-10-12,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,7.85,13.2,8.3,15.0,14.15
2018-10-13,33.5,34.0,24.9,32.6,5.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,7.85,13.2,8.3,15.0,14.2
2018-10-14,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,439774,39900.0,38592.0,0.0,7.8,13.2,8.27,15.0,14.2
2018-10-15,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.75,13.2,8.25,15.0,14.2
2018-10-16,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.7,13.2,8.22,15.0,14.3
2018-10-17,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.55,13.2,8.2,15.0,14.3
2018-10-18,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.55,13.25,8.2,15.0,14.25
2018-10-19,33.5,34.0,24.9,32.6,2.5,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.35,13.25,8.15,15.0,14.25
2018-10-20,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.35,13.25,8.15,15.0,14.2
2018-10-21,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,417067,40500.0,38592.0,0.0,7.2,13.2,8.0,14.9,14.18
2018-10-22,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.15,13.2,7.85,14.9,14.18
2018-10-23,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.05,13.2,7.75,14.9,14.18
2018-10-24,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.0,13.2,7.65,14.9,14.18
2018-10-25,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.0,13.1,7.65,14.9,14.15
2018-10-26,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.0,13.1,7.6,15.0,14.15
2018-10-27,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,110707.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.0,13.1,7.6,15.0,14.15
2018-10-28,33.5,34.0,24.9,32.6,0.0,1447598.0,30185643.0,93544.0,108792.0,996238.0,1002550.0,413516,35500.0,38592.0,0.0,7.0,13.1,7.6,15.0,14.13
2018-10-29,33.5,34.0,24.9,32.6,0.0,1447598.0,29814509.0,93544.0,108792.0,996238.0,1002550.0,413516,41100.0,38592.0,21060.0,7.05,13.1,7.55,15.0,14.08
2018-10-30,33.5,34.0,24.9,32.6,0.0,1447598.0,29814509.0,93544.0,108792.0,996238.0,1002550.0,413516,41100.0,38592.0,21060.0,7.15,13.1,7.55,15.0,14.07
2018-10-31,33.5,34.0,24.9,32.6,0.0,1447598.0,29814509.0,95175.0,108792.0,910658.0,1002550.0,413516,60600.0,0.0,21060.0,7.3,13.1,7.58,15.0,14.07
2018-11-01,33.5,34.0,23.4,31.7,0.5,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,60600.0,0.0,21060.0,7.3,13.1,7.58,15.0,14.04
2018-11-02,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,60600.0,0.0,21060.0,7.3,13.1,7.6,14.8,14.04
2018-11-03,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,60600.0,0.0,21060.0,7.3,13.1,7.6,14.8,14.04
2018-11-04,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,60600.0,0.0,21060.0,7.3,13.05,7.6,14.8,14.0
2018-11-05,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,60600.0,0.0,21060.0,7.25,13.0,7.6,14.8,14.0
2018-11-06,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,60600.0,0.0,21060.0,7.23,13.0,7.6,14.8,14.0
2018-11-07,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,441500,39789.0,0.0,21060.0,7.2,13.0,7.6,14.8,14.0
2018-11-08,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,39789.0,0.0,21060.0,7.2,13.0,7.6,14.8,13.95
2018-11-09,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,39789.0,0.0,21060.0,7.15,13.0,7.6,14.8,13.95
2018-11-10,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,39789.0,0.0,21060.0,7.15,13.0,7.6,14.8,13.95
2018-11-11,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,39789.0,0.0,21060.0,7.15,12.95,7.55,14.8,13.92
2018-11-12,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,39789.0,0.0,21060.0,7.15,12.95,7.55,14.8,13.95
2018-11-13,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,39789.0,0.0,21060.0,7.15,12.9,7.55,14.8,13.92
2018-11-14,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,402900,48793.0,0.0,21060.0,7.15,12.9,7.55,14.8,13.92
2018-11-15,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,410500,48793.0,0.0,21060.0,7.15,12.85,7.55,14.8,13.87
2018-11-16,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,410500,48793.0,0.0,21060.0,7.3,12.85,7.55,14.8,13.87
2018-11-17,33.5,34.0,23.4,31.7,0.0,1566350.0,29814509.0,95175.0,108792.0,910658.0,1056834.0,410500,48793.0,0.0,21060.0,7.3,12.85,7.55,14.8,13.87
