TransDate,egg_TaijinPrice
2023-07-10,40.5
2023-07-09,40.5
2023-07-08,40.5
2023-07-07,40.5
2023-07-06,40.5
2023-07-05,40.5
2023-07-04,40.5
2023-07-03,40.5
2023-07-02,40.5
2023-07-01,40.5
2023-06-30,40.5
2023-06-29,40.5
2023-06-28,40.5
2023-06-27,40.5
2023-06-26,40.5
2023-06-25,40.5
2023-06-24,40.5
2023-06-23,40.5
2023-06-22,40.5
2023-06-21,40.5
2023-06-20,40.5
2023-06-19,42.5
2023-06-18,42.5
2023-06-17,42.5
2023-06-16,42.5
2023-06-15,42.5
2023-06-14,42.5
2023-06-13,42.5
2023-06-12,45.5
2023-06-11,45.5
2023-06-10,45.5
2023-06-09,45.5
2023-06-08,45.5
2023-06-07,45.5
2023-06-06,45.5
2023-06-05,45.5
2023-06-04,45.5
2023-06-03,45.5
2023-06-02,45.5
2023-06-01,45.5
2023-05-31,45.5
2023-05-30,45.5
2023-05-29,45.5
2023-05-28,45.5
2023-05-27,45.5
2023-05-26,45.5
2023-05-25,45.5
2023-05-24,45.5
2023-05-23,45.5
2023-05-22,45.5
2023-05-21,45.5
2023-05-20,45.5
2023-05-19,45.5
2023-05-18,45.5
2023-05-17,45.5
2023-05-16,45.5
2023-05-15,45.5
2023-05-14,45.5
2023-05-13,45.5
2023-05-12,45.5
2023-05-11,45.5
2023-05-10,45.5
2023-05-09,45.5
2023-05-08,45.5
2023-05-07,45.5
2023-05-06,45.5
2023-05-05,45.5
2023-05-04,45.5
2023-05-03,45.5
2023-05-02,45.5
2023-05-01,45.5
2023-04-30,45.5
2023-04-29,45.5
2023-04-28,45.5
2023-04-27,45.5
2023-04-26,45.5
2023-04-25,45.5
2023-04-24,45.5
2023-04-23,45.5
2023-04-22,45.5
2023-04-21,45.5
2023-04-20,45.5
2023-04-19,45.5
2023-04-18,45.5
2023-04-17,45.5
2023-04-16,45.5
2023-04-15,45.5
2023-04-14,45.5
2023-04-13,45.5
2023-04-12,45.5
2023-04-11,45.5
2023-04-10,45.5
2023-04-09,45.5
2023-04-08,45.5
2023-04-07,45.5
2023-04-06,45.5
2023-04-05,45.5
2023-04-04,45.5
2023-04-03,45.5
2023-04-02,45.5
2023-04-01,45.5
2023-03-31,45.5
2023-03-30,45.5
2023-03-29,45.5
2023-03-28,45.5
2023-03-27,45.5
2023-03-26,45.5
2023-03-25,45.5
2023-03-24,45.5
2023-03-23,45.5
2023-03-22,45.5
2023-03-21,45.5
2023-03-20,45.5
2023-03-19,45.5
2023-03-18,45.5
2023-03-17,45.5
2023-03-16,45.5
2023-03-15,45.5
2023-03-14,45.5
2023-03-13,45.5
2023-03-12,45.5
2023-03-11,45.5
2023-03-10,45.5
2023-03-09,45.5
2023-03-08,45.5
2023-03-07,42.5
2023-03-06,42.5
2023-03-05,42.5
2023-03-04,42.5
2023-03-03,42.5
2023-03-02,42.5
2023-03-01,42.5
2023-02-28,42.5
2023-02-27,42.5
2023-02-26,42.5
2023-02-25,42.5
2023-02-24,42.5
2023-02-23,42.5
2023-02-22,42.5
2023-02-21,42.5
2023-02-20,42.5
2023-02-19,42.5
2023-02-18,42.5
2023-02-17,42.5
2023-02-16,42.5
2023-02-15,42.5
2023-02-14,40.5
2023-02-13,40.5
2023-02-12,40.5
2023-02-11,40.5
2023-02-10,40.5
2023-02-09,40.5
2023-02-08,40.5
2023-02-07,40.5
2023-02-06,40.5
2023-02-05,40.5
2023-02-04,40.5
2023-02-03,40.5
2023-02-02,40.5
2023-02-01,40.5
2023-01-31,40.5
2023-01-30,40.5
2023-01-29,40.5
2023-01-28,40.5
2023-01-27,議價
2023-01-26,37.5
2023-01-25,議價
2023-01-24,議價
2023-01-23,議價
2023-01-22,議價
2023-01-21,議價
2023-01-20,40.5
2023-01-19,40.5
2023-01-18,40.5
2023-01-17,40.5
2023-01-16,40.5
2023-01-15,40.5
2023-01-14,40.5
2023-01-13,40.5
2023-01-12,40.5
2023-01-11,40.5
2023-01-10,40.5
2023-01-09,40.5
2023-01-08,40.5
2023-01-07,40.5
2023-01-06,40.5
2023-01-05,40.5
2023-01-04,40.5
2023-01-03,40.5
2023-01-02,40.5
2023-01-01,40.5
